,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,0
2604,2016-07-15,Wollongong,8.9,16.8,0.0,,,WSW,37.0,W,SSE,9.0,17.0,46.0,37.0,1029.3,1027.3,,,12.7,16.3,0
2605,2012-06-05,Witchcliffe,15.7,20.2,0.0,,,NNE,35.0,NE,ENE,17.0,11.0,,,1019.8,1016.4,,,16.3,18.8,0
2606,2011-08-14,PerthAirport,13.3,18.4,17.0,3.4,4.5,NW,52.0,W,W,17.0,20.0,87.0,49.0,1012.4,1013.4,7.0,6.0,14.4,17.9,1
2607,2016-02-03,Newcastle,17.4,29.8,0.0,,,,,NE,,9.0,,71.0,,,,6.0,,23.0,,1
2608,2010-05-26,Watsonia,9.6,18.9,3.6,0.8,8.0,S,22.0,,SSW,0.0,9.0,100.0,64.0,1011.0,1010.9,3.0,3.0,11.2,18.3,0
2609,2011-09-27,SalmonGums,4.9,16.2,4.2,,,WSW,59.0,NW,NW,22.0,30.0,62.0,60.0,,,,,12.9,13.0,1
2610,2016-02-18,Witchcliffe,17.5,23.4,0.0,,,SE,65.0,SE,SE,31.0,35.0,60.0,61.0,1020.1,1019.0,,,21.1,21.5,0
2611,2012-08-22,CoffsHarbour,13.9,23.9,0.0,2.6,,NNE,48.0,N,NE,11.0,31.0,64.0,63.0,1019.3,1014.4,7.0,1.0,17.6,21.2,0
2612,2009-03-17,WaggaWagga,9.0,25.4,0.0,4.8,11.2,SW,39.0,W,WSW,4.0,17.0,76.0,32.0,1015.1,1013.0,0.0,1.0,13.2,23.9,0
2613,2015-07-27,Brisbane,13.5,22.9,0.0,3.6,9.2,W,24.0,WNW,W,11.0,11.0,53.0,35.0,1024.6,1021.6,1.0,5.0,18.2,21.9,0
2614,2015-08-20,Albury,0.4,16.8,0.2,,,ESE,19.0,,NNE,0.0,9.0,78.0,54.0,1028.6,1025.0,,1.0,7.1,16.2,0
2615,2012-01-04,CoffsHarbour,19.6,28.6,0.0,7.4,10.0,NE,56.0,NNW,NNE,24.0,39.0,56.0,57.0,1015.9,1011.6,1.0,1.0,24.9,26.5,0
2616,2012-01-24,Richmond,15.3,23.2,0.0,3.2,,SW,44.0,SW,WNW,11.0,6.0,84.0,72.0,1019.0,1016.3,,,19.7,22.7,1
2617,2016-05-07,Hobart,9.7,16.6,0.0,4.0,1.8,NNW,35.0,NNW,NNW,9.0,9.0,68.0,48.0,1017.6,1016.2,7.0,8.0,10.7,16.0,0
2618,2017-03-27,NorfolkIsland,19.0,24.0,10.2,7.8,,SSW,33.0,SSW,SSW,17.0,20.0,65.0,53.0,1013.3,1011.3,7.0,2.0,22.8,23.0,0
2619,2016-02-04,Penrith,18.7,24.9,1.0,,,SSE,44.0,SSW,S,15.0,20.0,90.0,64.0,,,,,20.2,23.4,0
2620,2010-10-20,Witchcliffe,15.3,21.0,3.6,,,NNW,52.0,WNW,NW,22.0,13.0,83.0,97.0,1010.1,1010.3,,,19.3,13.5,1
2621,2015-10-25,MountGambier,11.6,28.2,0.0,5.0,5.7,NW,59.0,N,NW,24.0,37.0,24.0,69.0,1011.0,1010.7,6.0,8.0,22.5,17.2,0
2622,2012-06-03,Dartmoor,3.2,12.1,2.8,1.0,2.7,SE,24.0,SSW,SSW,7.0,6.0,100.0,86.0,1020.4,1015.0,,,7.6,11.5,1
2623,2013-01-31,Mildura,14.4,30.9,0.0,8.0,11.9,WSW,56.0,SSW,W,9.0,24.0,57.0,22.0,1012.9,1009.1,1.0,,20.3,29.8,0
2624,2014-12-14,Bendigo,12.9,33.1,0.0,,,NW,52.0,ENE,NNW,11.0,19.0,47.0,22.0,1010.1,1006.5,8.0,1.0,20.7,30.9,0
2625,2008-12-29,Bendigo,11.9,24.1,0.0,9.2,,SSW,46.0,SSW,SW,22.0,24.0,49.0,25.0,1008.3,1007.0,3.0,5.0,15.8,23.2,0
2626,2014-11-09,Mildura,11.3,27.9,0.0,16.6,13.2,S,39.0,S,S,20.0,17.0,61.0,19.0,1022.7,1019.8,2.0,2.0,14.7,25.6,0
2627,2010-09-29,Portland,6.5,12.7,1.6,1.4,8.9,SW,41.0,SSW,WSW,19.0,20.0,62.0,52.0,1025.5,1025.6,7.0,6.0,9.6,12.5,0
2628,2015-11-03,Bendigo,8.3,25.1,0.0,,,SSE,35.0,SSE,SSW,17.0,13.0,51.0,23.0,1017.7,1014.8,,,13.1,23.6,0
2629,2011-09-11,NorahHead,10.1,19.0,0.2,,,SW,39.0,WNW,E,11.0,13.0,52.0,53.0,1013.5,1011.1,,,15.3,16.4,1
2630,2010-09-18,CoffsHarbour,6.2,20.9,0.0,4.0,9.6,NNE,24.0,NW,E,9.0,11.0,41.0,44.0,1018.3,1014.1,7.0,7.0,17.5,20.2,0
2631,2014-10-25,Adelaide,15.5,25.5,0.0,,,WNW,26.0,N,WSW,6.0,19.0,54.0,51.0,1017.5,1016.0,,,20.2,23.6,0
2632,2015-05-28,Albury,7.4,18.7,3.2,,,NNE,33.0,E,NNE,15.0,20.0,96.0,70.0,1022.7,1018.1,8.0,4.0,11.7,18.5,1
2633,2017-01-10,Penrith,22.1,38.5,2.0,,,SE,26.0,S,N,7.0,9.0,87.0,38.0,,,,,23.2,35.6,0
2634,2011-09-23,Watsonia,10.1,15.1,0.0,11.0,6.1,WSW,56.0,WSW,SSW,19.0,15.0,53.0,48.0,1020.6,1021.5,4.0,7.0,12.5,13.3,0
2635,2013-08-03,Launceston,1.2,11.2,7.0,,,NNW,59.0,WNW,NNW,6.0,31.0,86.0,94.0,1005.2,996.6,,,6.1,10.2,1
2636,2009-05-07,MelbourneAirport,10.6,16.8,0.0,1.6,5.2,SSW,39.0,WSW,SSE,15.0,30.0,79.0,65.0,1028.0,1027.5,5.0,5.0,12.8,14.9,0
2637,2011-02-15,Launceston,11.3,25.3,0.0,,,NNW,28.0,,NW,0.0,13.0,79.0,54.0,1027.7,1024.5,,,16.8,23.8,0
2638,2010-09-27,Portland,9.2,12.8,6.2,0.8,7.1,WNW,74.0,WSW,W,28.0,33.0,86.0,54.0,1011.7,1011.7,8.0,6.0,9.9,12.3,1
2639,2014-10-26,SalmonGums,8.9,24.1,0.0,,,SW,57.0,WSW,SW,19.0,22.0,49.0,37.0,,,,,18.8,22.4,0
2640,2012-08-06,Cobar,4.5,16.0,0.0,4.2,,SW,31.0,SSW,SW,17.0,20.0,66.0,37.0,1023.4,1022.3,0.0,1.0,10.2,14.9,0
2641,2008-11-16,Darwin,25.6,35.0,0.0,7.4,8.7,WSW,28.0,SSE,W,7.0,13.0,73.0,46.0,1009.7,1005.3,4.0,5.0,28.0,34.0,0
2642,2012-10-09,Cairns,17.4,29.0,0.0,3.6,11.1,NNE,33.0,SE,NNE,11.0,19.0,63.0,61.0,1013.1,1008.9,1.0,0.0,26.1,27.8,0
2643,2009-08-23,GoldCoast,15.4,25.1,0.0,,,NNE,28.0,SSE,NNE,9.0,19.0,80.0,77.0,1015.3,1011.5,,,22.1,23.3,0
2644,2015-12-26,Adelaide,14.7,23.8,1.4,,,W,50.0,SSW,SSW,15.0,19.0,47.0,35.0,1014.2,1016.1,,,18.0,21.9,0
2645,2016-11-20,Albany,14.2,17.8,0.2,,,,,WSW,,39.0,,61.0,,1015.2,1016.6,7.0,,17.0,,0
2646,2013-12-08,Tuggeranong,8.9,28.6,0.0,,,NW,41.0,WSW,WNW,4.0,20.0,64.0,24.0,1017.1,1011.3,,,16.3,27.7,0
2647,2017-02-19,Adelaide,12.1,20.3,2.4,,,SW,37.0,NW,SSW,2.0,17.0,85.0,60.0,1017.7,1016.6,,,14.3,18.7,0
2648,2017-06-23,WaggaWagga,-1.0,15.0,0.2,,,E,20.0,ESE,SSW,13.0,9.0,90.0,54.0,1022.0,1017.0,,,3.2,14.4,0
2649,2013-07-03,Townsville,10.2,26.7,0.0,6.6,10.3,ESE,43.0,SSE,NE,9.0,20.0,48.0,43.0,1020.0,1016.8,0.0,1.0,21.2,25.6,0
2650,2017-04-19,MountGinini,5.6,13.7,0.0,,,NNE,30.0,ESE,ENE,7.0,13.0,52.0,57.0,,,,,11.2,11.7,0
2651,2015-10-11,MountGambier,11.7,15.9,0.0,3.2,0.2,SSW,30.0,SSW,SW,11.0,15.0,84.0,69.0,1019.5,1018.1,8.0,7.0,13.3,15.6,0
2652,2013-11-22,BadgerysCreek,18.5,25.9,2.6,,,NNE,37.0,NNE,SW,6.0,20.0,90.0,84.0,1010.0,1006.6,,,19.6,19.6,1
2653,2015-10-10,AliceSprings,13.6,33.5,0.0,11.4,11.8,ESE,43.0,ENE,SSE,22.0,11.0,18.0,12.0,1021.8,1017.5,0.0,1.0,28.2,32.5,0
2654,2013-05-07,Witchcliffe,10.7,21.9,0.0,,,NNW,48.0,NNE,N,17.0,31.0,77.0,70.0,1006.2,999.9,,,17.4,20.4,1
2655,2013-03-15,Tuggeranong,17.6,26.9,0.2,,,E,30.0,NNW,NNW,7.0,13.0,78.0,51.0,1016.3,1014.0,,,18.2,24.5,0
2656,2010-11-25,PerthAirport,13.7,29.1,0.0,9.0,13.1,ESE,41.0,ESE,SW,7.0,26.0,41.0,36.0,1016.5,1013.2,0.0,1.0,23.7,28.3,0
2657,2013-09-10,Nuriootpa,8.0,14.4,1.0,6.4,6.3,SW,43.0,SW,SW,24.0,24.0,93.0,67.0,1014.4,1013.7,7.0,6.0,10.1,12.4,0
2658,2014-12-02,Brisbane,21.6,29.1,0.0,9.6,6.1,ENE,24.0,NE,NE,9.0,11.0,64.0,54.0,1016.4,1014.4,7.0,5.0,25.8,26.5,0
2659,2013-07-28,SalmonGums,8.0,17.1,0.8,,,W,35.0,W,W,11.0,9.0,87.0,57.0,,,,,11.1,15.1,0
2660,2015-05-11,NorahHead,15.2,21.0,0.0,,,W,48.0,WNW,WNW,11.0,17.0,49.0,48.0,1010.9,1009.9,,,18.2,20.1,0
2661,2014-12-18,GoldCoast,23.9,30.9,0.0,,,WSW,61.0,N,NNE,11.0,30.0,77.0,79.0,1010.5,1006.2,,,28.3,27.0,1
2662,2012-05-16,MountGinini,-0.3,7.4,0.0,,,SSE,26.0,E,NW,4.0,9.0,71.0,76.0,,,,,3.2,5.1,0
2663,2015-06-18,Watsonia,9.9,11.9,0.4,1.0,0.0,SE,35.0,S,SSE,11.0,13.0,99.0,80.0,1020.0,1019.4,7.0,7.0,10.0,11.4,0
2664,2014-11-03,Canberra,3.3,22.6,0.0,,,ENE,43.0,SSE,W,11.0,9.0,60.0,27.0,1024.0,1020.8,,,12.2,21.8,0
2665,2016-03-14,NorfolkIsland,19.8,24.4,3.0,6.2,0.3,E,44.0,ENE,ENE,26.0,22.0,98.0,76.0,1018.6,1015.8,8.0,8.0,20.4,22.8,1
2666,2011-11-17,Mildura,13.5,33.5,0.0,5.0,11.2,NW,41.0,N,NNW,15.0,15.0,58.0,25.0,1017.3,1012.4,1.0,4.0,21.1,32.7,0
2667,2014-02-19,AliceSprings,17.8,32.2,0.0,14.2,12.5,S,44.0,SE,SE,26.0,19.0,26.0,24.0,1008.9,1005.9,0.0,0.0,25.6,30.9,0
2668,2012-05-14,Hobart,6.6,16.7,0.0,1.6,3.5,SW,43.0,NW,SW,17.0,15.0,67.0,53.0,1021.1,1019.9,,,11.5,15.0,0
2669,2017-04-14,Walpole,9.7,22.6,0.0,,,ESE,30.0,E,SE,11.0,17.0,80.0,67.0,1022.4,1017.6,,,17.3,21.3,1
2670,2010-09-04,Mildura,10.0,18.7,17.8,5.4,2.5,NW,80.0,N,NW,35.0,39.0,83.0,61.0,997.2,995.1,7.0,7.0,16.1,15.4,1
2671,2010-08-27,Hobart,4.8,9.8,7.6,1.6,7.2,SW,59.0,SW,S,20.0,13.0,70.0,60.0,999.4,1004.4,4.0,4.0,7.0,8.6,1
2672,2013-10-18,Albury,0.8,18.9,0.0,,,E,22.0,SE,NNW,6.0,11.0,72.0,40.0,1027.1,1025.3,,,8.6,17.9,0
2673,2012-11-13,AliceSprings,15.0,36.6,0.0,12.0,13.0,ENE,35.0,ESE,E,11.0,11.0,13.0,10.0,1016.3,1011.8,1.0,1.0,29.2,35.5,0
2674,2012-09-05,BadgerysCreek,1.8,28.3,0.0,,,NNW,63.0,N,N,6.0,33.0,58.0,14.0,1016.0,1006.5,,,13.1,27.0,0
2675,2013-06-17,MountGambier,3.8,13.6,5.8,1.4,7.0,S,26.0,NW,SSE,7.0,13.0,100.0,70.0,1017.8,1015.3,7.0,4.0,7.3,12.8,0
2676,2015-06-01,Brisbane,18.2,20.5,0.0,2.8,0.0,WNW,30.0,W,W,11.0,13.0,68.0,50.0,1016.8,1014.6,7.0,7.0,19.2,19.2,0
2677,2012-03-31,Bendigo,10.5,30.6,0.0,,,NW,44.0,SSE,WNW,7.0,20.0,78.0,26.0,1015.5,1012.0,5.0,5.0,16.1,28.8,0
2678,2009-06-21,Bendigo,6.1,12.1,0.2,0.0,,ENE,19.0,SE,E,11.0,9.0,97.0,91.0,1020.1,1018.2,7.0,8.0,9.0,12.0,0
2679,2009-10-18,Hobart,8.4,16.7,0.0,2.4,1.0,NW,59.0,N,NNW,19.0,24.0,62.0,54.0,1020.0,1017.6,8.0,7.0,11.2,15.6,1
2680,2014-07-26,Townsville,17.0,26.5,0.0,6.0,6.8,ESE,33.0,SE,ENE,17.0,22.0,66.0,64.0,1023.8,1020.4,3.0,7.0,23.0,24.5,0
2681,2014-05-15,Moree,10.7,25.4,0.0,4.2,,E,30.0,E,ESE,17.0,13.0,51.0,21.0,1027.6,1023.7,1.0,1.0,17.6,24.6,0
2682,2015-08-15,Portland,7.1,14.4,2.4,0.4,6.6,WNW,30.0,N,WNW,9.0,20.0,99.0,77.0,1032.2,1030.5,6.0,2.0,9.5,12.4,0
2683,2015-09-05,PearceRAAF,11.0,20.1,6.0,,8.6,SW,44.0,WSW,SSW,20.0,24.0,70.0,62.0,1020.9,1021.3,,7.0,17.3,17.2,0
2684,2010-03-02,Richmond,14.7,22.2,5.6,1.8,,SE,43.0,SSW,SE,13.0,26.0,67.0,56.0,1019.7,1018.3,,,17.7,20.2,0
2685,2016-04-11,MountGambier,13.5,19.3,0.6,1.2,4.2,SW,37.0,SW,SSW,20.0,19.0,89.0,74.0,1024.1,1023.4,7.0,7.0,14.8,17.2,0
2686,2013-03-13,Ballarat,17.9,22.5,0.0,,,NNE,44.0,WSW,SW,26.0,20.0,77.0,41.0,1009.5,1010.1,8.0,,18.0,21.7,0
2687,2011-06-13,Wollongong,11.7,16.1,3.0,,,SE,63.0,SSE,SSE,33.0,33.0,89.0,73.0,,1022.8,8.0,4.0,14.4,15.9,1
2688,2017-06-18,Watsonia,2.6,16.4,0.0,0.8,4.0,SSW,20.0,SSE,SW,2.0,9.0,100.0,68.0,1030.0,1028.8,7.0,4.0,7.2,15.3,0
2689,2011-10-22,Bendigo,13.6,23.6,0.8,,,WSW,57.0,SE,E,9.0,9.0,93.0,69.0,1023.4,1021.3,8.0,6.0,15.1,20.4,1
2690,2014-11-20,Canberra,7.4,31.4,0.0,,,W,50.0,,W,0.0,26.0,55.0,19.0,1015.0,1009.3,,,17.8,29.4,0
2691,2012-06-17,Hobart,5.7,13.4,0.0,0.6,2.1,NW,46.0,NNW,S,20.0,7.0,70.0,69.0,1005.2,1008.6,,,9.6,12.9,0
2692,2011-10-08,Nuriootpa,8.5,17.8,0.8,2.0,5.2,WNW,33.0,W,W,9.0,20.0,93.0,59.0,1016.9,1014.9,8.0,7.0,11.9,17.2,0
2693,2015-12-14,MountGambier,5.0,28.8,0.0,6.0,10.4,SSW,35.0,ESE,S,13.0,24.0,59.0,34.0,1015.2,1014.3,3.0,3.0,18.7,26.6,0
2694,2011-06-27,PerthAirport,8.8,24.3,0.0,0.8,8.4,N,50.0,NNE,N,15.0,28.0,51.0,39.0,1019.5,1012.7,7.0,7.0,16.9,23.6,1
2695,2009-01-18,MelbourneAirport,7.5,26.3,0.0,6.6,13.0,SSE,31.0,SE,SSE,7.0,20.0,67.0,32.0,1021.9,1019.0,1.0,0.0,14.7,24.5,0
2696,2017-01-01,AliceSprings,22.7,28.6,,,,SE,31.0,E,SSE,15.0,15.0,63.0,46.0,1006.5,1005.5,7.0,7.0,26.1,28.0,0
2697,2016-02-26,GoldCoast,20.1,28.7,0.0,,,SSE,54.0,NNE,ESE,9.0,22.0,78.0,70.0,1012.5,1009.6,,,27.1,28.2,0
2698,2014-12-10,NorfolkIsland,17.5,25.0,0.0,6.4,8.9,NW,33.0,NNW,W,11.0,19.0,59.0,58.0,1016.3,1014.2,7.0,5.0,22.1,23.8,0
2699,2014-06-14,CoffsHarbour,14.8,19.2,0.2,,,,,,,,,85.0,75.0,,,,,17.6,19.1,0
2700,2011-08-14,Woomera,7.4,23.2,0.0,5.4,5.8,,,NNE,N,7.0,7.0,52.0,26.0,1024.4,1020.0,0.0,1.0,15.0,22.3,0
2701,2013-11-19,Launceston,12.1,25.0,0.0,,,NW,35.0,WNW,NW,13.0,15.0,75.0,56.0,1009.4,1006.0,,,17.4,23.4,1
2702,2014-08-10,Walpole,8.0,19.1,0.0,,,ESE,33.0,ENE,SE,13.0,24.0,100.0,73.0,1031.9,1027.7,,,11.1,16.8,0
2703,2009-06-19,Mildura,3.6,17.2,0.2,1.2,9.0,NE,22.0,ENE,NE,7.0,13.0,95.0,45.0,1027.0,1023.3,3.0,2.0,7.4,17.0,0
2704,2016-05-20,BadgerysCreek,5.9,24.0,0.0,,,WSW,31.0,E,S,2.0,13.0,69.0,37.0,1020.8,1018.7,,,15.5,23.4,0
2705,2011-12-12,Sydney,17.5,19.3,12.6,,0.0,S,46.0,SSE,SSE,20.0,19.0,92.0,77.0,1006.9,1006.3,,,17.7,18.8,1
2706,2010-09-11,Bendigo,0.1,15.7,0.8,2.0,,NW,30.0,WSW,NW,2.0,19.0,83.0,54.0,1019.5,1018.7,7.0,7.0,9.3,14.4,0
2707,2016-09-05,NorfolkIsland,14.5,18.2,5.8,12.8,,SSE,37.0,SSE,SE,17.0,19.0,91.0,81.0,1022.4,1020.5,8.0,8.0,14.6,16.4,1
2708,2014-09-12,PerthAirport,6.9,23.5,0.0,2.4,11.0,SW,37.0,ENE,WSW,11.0,26.0,71.0,45.0,1021.8,1018.4,0.0,1.0,16.0,21.7,0
2709,2010-09-30,Newcastle,7.2,19.0,0.0,,,,,,SE,0.0,6.0,55.0,42.0,,,3.0,1.0,14.5,17.7,0
2710,2016-08-18,Williamtown,6.0,22.0,0.0,3.6,,NW,28.0,NW,SE,15.0,17.0,57.0,40.0,1025.0,1021.0,,,14.1,21.4,0
2711,2015-06-29,Penrith,5.4,18.6,0.0,,,N,15.0,,NNE,0.0,9.0,98.0,55.0,,,,,8.7,17.9,0
2712,2016-08-28,AliceSprings,13.1,29.3,0.0,,,NNW,44.0,N,N,28.0,24.0,27.0,13.0,1018.5,1011.9,,,17.9,28.0,0
2713,2010-12-01,Ballarat,12.2,21.8,2.0,,,ENE,39.0,ESE,NE,19.0,20.0,99.0,66.0,1015.4,1013.0,8.0,8.0,14.3,21.5,1
2714,2014-11-26,NorfolkIsland,16.9,23.8,0.0,6.0,10.4,ENE,30.0,NE,ESE,17.0,15.0,63.0,61.0,1019.4,1018.5,1.0,3.0,21.8,23.0,0
2715,2015-08-19,Newcastle,5.8,,0.0,,,,,,,0.0,,78.0,,,,1.0,,11.2,,0
2716,2011-07-01,Moree,4.9,20.1,0.0,4.4,10.0,ESE,31.0,SE,S,15.0,13.0,61.0,35.0,1029.3,1024.9,3.0,4.0,12.6,19.3,0
2717,2015-12-05,Dartmoor,13.4,34.5,0.0,7.8,9.9,ESE,48.0,ESE,ESE,15.0,31.0,69.0,35.0,1018.7,1015.7,,,19.1,31.1,0
2718,2012-02-18,Penrith,17.9,29.1,10.6,,,E,26.0,S,ESE,6.0,9.0,79.0,58.0,,,,,21.8,27.0,0
2719,2009-04-21,Perth,13.4,30.1,0.0,4.0,10.5,SSW,31.0,SE,W,4.0,15.0,53.0,34.0,1009.4,1005.7,1.0,1.0,21.9,28.4,0
2720,2013-04-27,SalmonGums,12.3,24.9,0.0,,,SSE,35.0,W,S,17.0,22.0,67.0,63.0,,,,,19.3,20.4,0
2721,2012-11-19,NorfolkIsland,18.5,22.5,7.0,5.4,2.6,N,48.0,NNE,NW,17.0,17.0,93.0,91.0,1014.1,1012.2,8.0,7.0,20.3,21.0,1
2722,2010-11-07,Penrith,11.9,24.7,1.6,,,ENE,30.0,NNE,NNE,9.0,13.0,99.0,56.0,,,,,14.8,22.3,0
2723,2014-06-28,Mildura,8.0,13.3,0.4,5.4,3.7,WNW,57.0,NW,WSW,26.0,20.0,74.0,53.0,1002.2,1002.6,6.0,5.0,9.4,12.9,1
2724,2014-09-15,Dartmoor,9.3,15.7,2.4,2.6,4.1,ESE,43.0,SE,SE,20.0,24.0,100.0,96.0,1012.3,1009.2,,,11.5,14.7,0
2725,2014-02-09,Newcastle,18.0,33.6,0.0,,,,,NE,NE,4.0,19.0,78.0,39.0,,,1.0,0.0,22.0,32.5,0
2726,2014-08-12,Nuriootpa,2.4,10.7,0.0,2.1,6.1,SE,31.0,SE,SE,13.0,20.0,74.0,50.0,1034.5,1033.1,5.0,5.0,7.1,9.9,0
2727,2012-06-02,Wollongong,13.7,16.5,0.2,,,S,37.0,SW,S,13.0,28.0,88.0,90.0,1022.9,1019.0,,8.0,14.8,15.3,1
2728,2017-06-18,Albury,1.0,17.0,0.0,,,W,17.0,SSW,E,2.0,6.0,100.0,52.0,1029.4,1028.0,,,5.1,15.8,0
2729,2010-04-07,Adelaide,16.9,22.2,0.2,2.4,1.0,WNW,39.0,N,WNW,13.0,19.0,83.0,63.0,1012.2,1013.1,,,18.9,21.3,0
2730,2012-02-28,Nuriootpa,15.6,19.8,0.0,6.8,0.0,SSE,54.0,SE,SSE,30.0,31.0,55.0,54.0,1013.5,1013.4,7.0,8.0,17.1,18.7,1
2731,2009-02-01,MountGambier,16.6,32.2,0.0,6.4,10.6,SSW,41.0,SSE,SSW,24.0,28.0,64.0,43.0,1016.1,1013.4,7.0,6.0,21.7,30.8,0
2732,2015-11-06,Newcastle,17.7,30.0,2.0,,,,,N,,9.0,,75.0,,,,5.0,,24.0,,1
2733,2010-03-05,Townsville,26.0,34.5,0.0,7.6,11.5,WSW,33.0,SSW,SW,17.0,20.0,60.0,35.0,1009.7,1005.9,3.0,3.0,29.4,34.1,0
2734,2014-10-06,Walpole,10.0,15.6,9.0,,,WNW,41.0,WNW,WNW,15.0,22.0,66.0,69.0,1021.3,1020.8,,,12.6,13.6,0
2735,2015-09-18,Witchcliffe,2.9,18.5,0.0,,,SW,35.0,WNW,SW,7.0,17.0,99.0,66.0,1022.2,1021.2,,,14.7,15.8,1
2736,2015-07-09,Ballarat,4.2,10.3,0.0,,,NNE,33.0,NE,N,19.0,20.0,94.0,77.0,1027.2,1023.4,8.0,7.0,7.6,9.5,0
2737,2016-09-04,Williamtown,9.5,20.1,0.0,,,W,44.0,WNW,SSE,26.0,19.0,53.0,55.0,1021.8,1022.2,,8.0,16.5,17.6,0
2738,2012-10-11,Richmond,10.8,18.8,4.0,4.4,,WNW,44.0,,E,0.0,9.0,96.0,69.0,1006.2,1003.6,,,13.1,17.6,1
2739,2014-05-11,Richmond,10.7,23.0,1.4,,,ESE,30.0,NW,SSE,9.0,15.0,80.0,42.0,1021.9,1021.3,,,18.2,22.1,0
2740,2011-06-17,Albany,10.7,19.8,3.0,0.2,4.1,,,NNW,W,7.0,4.0,75.0,59.0,1024.7,1022.0,6.0,6.0,13.5,19.0,0
2741,2012-05-26,NorfolkIsland,15.7,20.5,0.0,4.6,0.0,ENE,46.0,NE,NE,24.0,20.0,67.0,81.0,1023.3,1020.0,8.0,7.0,18.7,18.6,0
2742,2012-07-28,CoffsHarbour,5.6,18.8,0.2,2.2,,WSW,41.0,WSW,SW,24.0,20.0,44.0,31.0,1015.4,1014.5,0.0,1.0,14.3,18.3,0
2743,2013-01-19,MountGambier,10.2,23.4,0.0,6.6,11.8,SSW,44.0,SSW,S,26.0,24.0,46.0,30.0,1017.2,1017.1,7.0,1.0,17.7,22.7,0
2744,2016-03-20,MountGinini,1.2,11.2,0.0,,,ESE,28.0,ESE,ESE,7.0,6.0,93.0,62.0,,,,,3.8,7.7,0
2745,2011-07-19,PerthAirport,10.5,20.2,0.0,1.4,7.8,NE,35.0,NNE,NNE,11.0,13.0,84.0,54.0,1018.6,1015.9,7.0,3.0,12.1,18.8,0
2746,2016-02-14,MelbourneAirport,12.5,26.7,0.4,8.4,11.4,WSW,50.0,WSW,SW,19.0,30.0,62.0,28.0,1012.0,1011.0,6.0,6.0,18.2,23.8,0
2747,2010-09-09,Brisbane,14.1,25.4,0.0,3.2,9.8,NNE,26.0,WSW,NNE,4.0,11.0,66.0,60.0,1020.8,1015.2,1.0,3.0,20.2,23.6,0
2748,2010-05-20,Newcastle,9.7,20.5,5.8,,,,,,SE,0.0,4.0,96.0,64.0,,,7.0,6.0,12.5,19.4,0
2749,2012-02-21,MelbourneAirport,16.0,23.9,0.0,4.0,6.6,S,39.0,SW,SSW,15.0,13.0,78.0,54.0,1015.9,1014.4,7.0,7.0,16.7,22.1,0
2750,2017-03-19,SydneyAirport,,27.6,,,5.5,ESE,56.0,ENE,ENE,31.0,35.0,,,1020.5,1018.0,7.0,7.0,,,1
2751,2008-12-15,AliceSprings,13.1,28.5,0.0,10.4,13.4,ESE,35.0,ESE,SE,20.0,13.0,30.0,15.0,1013.7,1009.6,0.0,0.0,21.7,27.3,0
2752,2014-01-06,Townsville,27.8,33.2,0.0,10.0,11.1,ENE,35.0,NNE,ENE,17.0,28.0,61.0,52.0,1007.8,1006.3,3.0,1.0,30.7,31.5,0
2753,2013-11-21,Watsonia,11.2,24.6,0.0,3.4,10.3,NNW,37.0,NW,SSW,6.0,9.0,89.0,53.0,1008.6,1006.6,7.0,3.0,14.5,22.6,0
2754,2013-11-27,MountGinini,7.1,20.1,0.0,,,SW,33.0,WSW,SW,11.0,13.0,55.0,30.0,,,,,11.9,18.9,0
2755,2011-02-20,Cobar,23.1,31.8,2.2,6.0,,S,39.0,S,SSW,15.0,15.0,77.0,44.0,1010.3,1009.6,5.0,7.0,24.4,31.0,0
2756,2010-01-25,SalmonGums,21.4,35.0,0.2,,,S,54.0,SSW,SSW,22.0,26.0,47.0,34.0,,,,,28.2,31.6,0
2757,2016-05-24,Brisbane,15.6,27.4,0.0,4.0,9.7,NE,19.0,S,NNE,6.0,7.0,54.0,34.0,1018.0,1015.0,1.0,1.0,22.4,25.3,0
2758,2016-11-04,Katherine,27.0,41.4,0.0,9.8,,ENE,39.0,W,ESE,7.0,20.0,56.0,,1011.2,1005.8,1.0,,33.0,,0
2759,2015-09-18,Walpole,7.8,19.0,0.0,,,W,43.0,WNW,W,9.0,20.0,99.0,65.0,1021.0,1018.9,,,13.8,18.1,1
2760,2016-07-23,BadgerysCreek,13.1,17.1,3.2,,,W,65.0,WNW,W,31.0,31.0,45.0,36.0,1003.9,1004.2,,,13.8,16.1,0
2761,2011-06-19,Wollongong,10.7,18.3,0.0,,,W,37.0,WSW,WSW,17.0,15.0,54.0,42.0,1015.9,1014.1,,,13.8,17.9,0
2762,2015-05-10,Witchcliffe,13.2,20.8,0.6,,,SSE,26.0,,SE,0.0,7.0,100.0,65.0,1029.9,1028.2,,,16.0,20.1,0
2763,2012-03-07,Albany,17.7,22.8,0.0,13.2,2.6,,,WSW,SW,28.0,24.0,72.0,62.0,1014.8,1016.0,8.0,7.0,22.2,20.8,0
